"ano.inicio","edad","estado.civil","raza","nivel.educacion","tipo.trabajo","salud","seguro.medico","log.salario","salario"
2009,31,"casado","blanca","Bachillerato","Industrial","buena","si",46232492903979,10182435207568
2006,54,"casado","blanca","Bachillerato","Servicios","muy buena","si",47160033436348,111720849360989
2007,29,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",467209785793572,106921814091211
2003,46,"divorciado","blanca","Algun Curso Universidad","Industrial","muy buena","no",483884909073726,126323880709786
2003,35,"divorciado","blanca","Bachillerato","Industrial","muy buena","no",469897000433602,109833985642199
2009,50,"casado","blanca","No tiene bachillerato","Servicios","buena","si",453147891704226,928958447894966
2005,25,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",4,545981500331442
2005,33,"soltero","blanca","Algun Curso Universidad","Servicios","buena","no",456820172406699,963706528322308
2008,34,"casado","blanca","Bachillerato","Industrial","muy buena","si",474036268949424,114475713290347
2006,51,"casado","negra","Bachillerato","Industrial","buena","si",454406804435028,940727147457005
2004,33,"casado","blanca","Bachillerato","Industrial","muy buena","si",455630250076729,952307125669819
2007,59,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",493449845124357,13900340805947
2006,62,"separado","negra","No tiene bachillerato","Industrial","muy buena","si",439794000867204,812832532842527
2005,28,"separado","blanca","Bachillerato","Industrial","muy buena","si",454406804435028,940727147457005
2008,40,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",447712125471966,879810327856054
2003,52,"casado","blanca","Master Universitario","Industrial","muy buena","si",492941892571429,138299126920883
2007,29,"casado","blanca","Bachillerato","Industrial","muy buena","no",449415459401844,894924795180001
2007,34,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",453147891704226,928958447894966
2004,25,"soltero","blanca","Bachillerato","Industrial","muy buena","no",4,545981500331442
2005,66,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",454406804435028,940727147457005
2005,43,"casado","blanca","Bachillerato","Servicios","buena","si",423044892137827,687480877337669
2007,45,"casado","negra","Bachillerato","Servicios","muy buena","no",453147891704226,928958447894966
2006,35,"casado","blanca","Master Universitario","Servicios","muy buena","si",474036268949424,114475713290347
2005,43,"casado","blanca","Bachillerato","Servicios","muy buena","si",469897000433602,109833985642199
2007,49,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",469897000433602,109833985642199
2004,60,"soltero","negra","No tiene bachillerato","Servicios","buena","si",434439227368511,770452008528242
2003,46,"casado","blanca","Bachillerato","Servicios","muy buena","no",454406804435028,940727147457005
2009,55,"casado","blanca","Bachillerato","Industrial","muy buena","si",46232492903979,10182435207568
2006,32,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",477815125038364,118884359339886
2007,53,"casado","blanca","Bachillerato","Industrial","muy buena","no",489209460269048,133232350826567
2009,57,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",505690485133647,15710350432345
2007,51,"casado","blanca","Master Universitario","Servicios","buena","si",564100585131578,281745970551857
2004,59,"casado","blanca","Master Universitario","Servicios","muy buena","si",520411998265593,182020620963512
2006,45,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",477995705124691,11909923477134
2006,56,"soltero","blanca","Bachillerato","Industrial","buena","si",427230584440209,716867436659172
2005,30,"casado","blanca","Bachillerato","Industrial","muy buena","si",444715803134222,853839403789827
2006,21,"soltero","blanca","Bachillerato","Industrial","muy buena","no",427875360095283,721504556815713
2003,60,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",492941892571429,138299126920883
2007,60,"casado","blanca","Bachillerato","Servicios","muy buena","si",46232492903979,10182435207568
2007,48,"divorciado","blanca","No tiene bachillerato","Industrial","muy buena","si",469897000433602,109833985642199
2003,39,"divorciado","blanca","Graduado Universitario","Servicios","muy buena","no",447712125471966,879810327856054
2009,32,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",47481880270062,115375038556391
2007,51,"casado","negra","Master Universitario","Servicios","muy buena","si",525527250510331,191573683548412
2006,47,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",446239799789896,866951548289402
2007,44,"casado","blanca","Bachillerato","Servicios","buena","si",432878720035453,758522371953675
2008,46,"casado","blanca","Bachillerato","Industrial","muy buena","si",511394335230684,166324941233877
2004,28,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",404139268515823,569055391446732
2003,24,"soltero","blanca","Graduado Universitario","Servicios","muy buena","no",460205999132796,996894636984864
2006,37,"casado","blanca","Bachillerato","Industrial","muy buena","no",453147891704226,928958447894966
2006,31,"casado","blanca","Bachillerato","Industrial","muy buena","si",460205999132796,996894636984864
2004,72,"casado","blanca","Bachillerato","Servicios","buena","si",453147891704226,928958447894966
2008,50,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",46232492903979,10182435207568
2007,36,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",497772360528885,145143601176911
2006,27,"soltero","negra","Bachillerato","Industrial","muy buena","si",434242268082221,768936025176112
2009,27,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",450514997831991,904819133566401
2004,41,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",484509804001426,127115743812184
2008,20,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","no",441497334797082,826796372966372
2008,49,"casado","negra","Bachillerato","Industrial","muy buena","si",460205999132796,996894636984864
2007,25,"soltero","blanca","Bachillerato","Industrial","muy buena","si",416136800223498,641592325660882
2006,41,"casado","asiatica","No tiene bachillerato","Industrial","buena","si",449415459401844,894924795180001
2009,53,"soltero","blanca","Bachillerato","Industrial","buena","si",447712125471966,879810327856054
2009,45,"casado","blanca","Graduado Universitario","Industrial","buena","no",484509804001426,127115743812184
2003,32,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",420411998265593,669616443217359
2005,47,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",5,148413159102577
2003,26,"casado","blanca","Bachillerato","Industrial","muy buena","si",481291335664286,123089699847943
2009,31,"casado","negra","Algun Curso Universidad","Servicios","muy buena","si",489209460269048,133232350826567
2007,32,"casado","asiatica","Master Universitario","Servicios","muy buena","si",477815125038364,118884359339886
2006,50,"divorciado","blanca","Master Universitario","Servicios","muy buena","si",478887511577542,120166119635421
2007,46,"casado","blanca","Bachillerato","Industrial","muy buena","si",47481880270062,115375038556391
2006,47,"casado","blanca","Master Universitario","Servicios","muy buena","si",472427586960079,1126488963421
2005,55,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",477815125038364,118884359339886
2005,49,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",5,148413159102577
2004,25,"casado","blanca","Bachillerato","Industrial","muy buena","si",411394335230684,611875264339915
2008,60,"casado","blanca","Bachillerato","Servicios","muy buena","no",456110138364906,956888119067371
2008,62,"casado","blanca","Bachillerato","Industrial","muy buena","si",449136169383427,892428846644714
2003,63,"separado","negra","Bachillerato","Servicios","muy buena","si",485125834871908,127901232979118
2004,31,"soltero","blanca","Master Universitario","Servicios","muy buena","si",485733249643127,128680488220624
2006,29,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",469897000433602,109833985642199
2008,51,"casado","blanca","Bachillerato","Industrial","muy buena","si",474036268949424,114475713290347
2007,28,"casado","asiatica","Bachillerato","Industrial","muy buena","no",43324384599156,761296996370986
2005,36,"soltero","blanca","Algun Curso Universidad","Servicios","buena","si",481291335664286,123089699847943
2007,28,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",460205999132796,996894636984864
2004,38,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",463346845557959,102870246933215
2008,35,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",456820172406699,963706528322308
2005,46,"divorciado","blanca","Algun Curso Universidad","Industrial","muy buena","si",476342799356294,117146816914805
2007,37,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","no",450514997831991,904819133566401
2005,41,"divorciado","negra","Algun Curso Universidad","Servicios","muy buena","si",465321251377534,104921506533664
2006,59,"casado","negra","Algun Curso Universidad","Industrial","buena","no",430102999566398,737757432746946
2006,51,"casado","blanca","Algun Curso Universidad","Industrial","buena","no",468124123737559,107903923866876
2006,26,"soltero","negra","Bachillerato","Industrial","muy buena","si",460205999132796,996894636984864
2003,34,"casado","negra","Algun Curso Universidad","Industrial","muy buena","si",409691001300806,601541246622441
2004,32,"casado","blanca","Bachillerato","Servicios","muy buena","si",481291335664286,123089699847943
2007,23,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",439794000867204,812832532842527
2004,50,"casado","blanca","Bachillerato","Servicios","muy buena","si",496378782734556,143134940811134
2009,25,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","si",423552844690755,690981838087226
2004,43,"casado","blanca","Bachillerato","Industrial","muy buena","si",436921585741014,789816745162994
2009,36,"casado","negra","Algun Curso Universidad","Industrial","muy buena","si",485733249643127,128680488220624
2006,50,"casado","blanca","Bachillerato","Servicios","buena","no",4,545981500331442
2006,34,"separado","negra","Bachillerato","Servicios","muy buena","si",490308998699194,134705375118879
2005,34,"soltero","blanca","Bachillerato","Industrial","muy buena","no",465321251377534,104921506533664
2005,55,"casado","asiatica","Master Universitario","Servicios","muy buena","si",562618633492728,277601417511009
2003,39,"casado","negra","Bachillerato","Industrial","buena","no",435945602012099,78214575693165
2004,40,"casado","blanca","No tiene bachillerato","Industrial","buena","si",441497334797082,826796372966372
2005,32,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",476342799356294,117146816914805
2006,63,"casado","blanca","Bachillerato","Servicios","buena","si",477815125038364,118884359339886
2004,38,"soltero","blanca","Bachillerato","Industrial","muy buena","no",469897000433602,109833985642199
2008,67,"casado","asiatica","Bachillerato","Industrial","buena","no",407918124604763,590970640815891
2005,39,"casado","blanca","Bachillerato","Industrial","muy buena","si",475587485567249,116265324062503
2003,31,"casado","asiatica","Bachillerato","Industrial","buena","no",411394335230684,611875264339915
2006,41,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",474036268949424,114475713290347
